eFG_pct,Team_eFG_pct,2019_eFG_pct,Last_3_eFG_pct,Last_1_eFG_pct,Home_eFG_pct,Away_eFG_pct,2018_eFG_pct,2019_Turnover_rate,Last_3_Turnover_rate,Last_1_Turnover_rate,Home_Turnover_rate,Away_Turnover_rate,2018_Turnover_rate,2019_Offensive_Rebound_Rate,Last_3_Offensive_Rebound_Rate,Last_1_Offensive_Rebound_Rate,Home_Offensive_Rebound_Rate,Away_Offensive_Rebound_Rate,2018_Offensive_Rebound_Rate,2019_Free_Throw_Pct,Last_3_Free_Throw_Pct,Last_1_Free_Throw_Pct,Home_Free_Throw_Pct,Away_Free_Throw_Pct,2018_Free_Throw_Pct,,,
306,S Utah, 0.44 , 0.40 , 0.38 , 0.38 , 0.46 , 0.50 , 0.23 , 0.25 , 0.23 , 0.23 , 0.23 , 0.19 , 0.31 , 0.34 , 0.39 , 0.39 , 0.30 , 0.21 , 0.71 , 0.71 , 0.81 , 0.81 , 0.68 , 0.71 ,,,
337,Sac State, 0.42 , 0.39 , 0.42 , 0.48 , 0.40 , 0.49 , 0.19 , 0.19 , 0.18 , 0.16 , 0.20 , 0.19 , 0.27 , 0.27 , 0.24 , 0.25 , 0.28 , 0.27 , 0.75 , 0.73 , 0.74 , 0.71 , 0.76 , 0.71 ,,,
160,Sacred Hrt, 0.50 , 0.54 , 0.52 , 0.57 , 0.49 , 0.52 , 0.21 , 0.16 , 0.12 , 0.23 , 0.21 , 0.19 , 0.32 , 0.28 , 0.34 , 0.41 , 0.31 , 0.29 , 0.81 , 0.86 , 0.82 , 0.76 , 0.82 , 0.76 ,,,
169,Saint Louis, 0.49 , 0.42 , 0.48 , 0.51 , 0.40 , 0.47 , 0.19 , 0.19 , 0.17 , 0.19 , 0.20 , 0.19 , 0.34 , 0.36 , 0.33 , 0.34 , 0.33 , 0.35 , 0.54 , 0.56 , 0.70 , 0.54 , 0.57 , 0.60 ,,,
219,Sam Hous St, 0.48 , 0.50 , 0.40 , -- , 0.48 , 0.52 , 0.19 , 0.19 , 0.20 , -- , 0.19 , 0.18 , 0.19 , 0.18 , 0.24 , -- , 0.19 , 0.28 , 0.77 , 0.76 , 0.69 , -- , 0.77 , 0.76 ,,,
91,Samford, 0.52 , 0.59 , 0.76 , 0.59 , 0.50 , 0.54 , 0.24 , 0.23 , 0.18 , 0.30 , 0.22 , 0.19 , 0.32 , 0.30 , 0.25 , 0.28 , 0.33 , 0.26 , 0.68 , 0.69 , 0.81 , 0.78 , 0.65 , 0.73 ,,,
207,San Diego, 0.48 , 0.50 , 0.53 , 0.47 , 0.49 , 0.52 , 0.20 , 0.18 , 0.24 , 0.19 , 0.21 , 0.19 , 0.22 , 0.21 , 0.30 , 0.24 , 0.21 , 0.22 , 0.68 , 0.61 , 0.50 , 0.66 , 0.70 , 0.75 ,,,
36,San Diego St, 0.55 , 0.62 , 0.57 , 0.52 , 0.57 , 0.50 , 0.16 , 0.19 , 0.11 , 0.13 , 0.19 , 0.18 , 0.30 , 0.30 , 0.33 , 0.30 , 0.30 , 0.27 , 0.72 , 0.88 , 0.91 , 0.61 , 0.81 , 0.72 ,,,
47,San Fransco, 0.54 , 0.49 , 0.52 , 0.54 , 0.54 , 0.54 , 0.16 , 0.17 , 0.16 , 0.15 , 0.19 , 0.15 , 0.32 , 0.29 , 0.27 , 0.28 , 0.40 , 0.28 , 0.73 , 0.72 , 0.76 , 0.73 , 0.73 , 0.66 ,,,
324,San Jose St, 0.43 , 0.41 , 0.51 , 0.48 , 0.38 , 0.46 , 0.23 , 0.24 , 0.22 , 0.22 , 0.23 , 0.21 , 0.29 , 0.25 , 0.11 , 0.28 , 0.30 , 0.25 , 0.65 , 0.72 , 0.60 , 0.63 , 0.69 , 0.65 ,,,
67,Santa Clara, 0.53 , 0.47 , 0.51 , 0.57 , 0.41 , 0.52 , 0.21 , 0.19 , 0.27 , 0.22 , 0.17 , 0.20 , 0.19 , 0.20 , 0.23 , 0.19 , 0.19 , 0.23 , 0.72 , 0.67 , 0.83 , 0.74 , 0.67 , 0.71 ,,,
346,SC Upstate, 0.40 , 0.42 , 0.45 , 0.45 , 0.39 , 0.47 , 0.19 , 0.21 , 0.19 , 0.21 , 0.19 , 0.20 , 0.19 , 0.14 , 0.11 , 0.12 , 0.21 , 0.22 , 0.65 , 0.73 , 0.79 , 0.78 , 0.57 , 0.71 ,,,
305,SE Louisiana, 0.45 , 0.43 , 0.50 , 0.49 , 0.44 , 0.50 , 0.21 , 0.20 , 0.20 , 0.22 , 0.21 , 0.24 , 0.27 , 0.27 , 0.22 , 0.27 , 0.28 , 0.32 , 0.57 , 0.67 , 0.65 , 0.60 , 0.56 , 0.72 ,,,
212,SE Missouri, 0.48 , 0.52 , 0.60 , 0.49 , 0.48 , 0.50 , 0.21 , 0.25 , 0.25 , 0.19 , 0.22 , 0.20 , 0.21 , 0.24 , 0.21 , 0.21 , 0.22 , 0.23 , 0.71 , 0.71 , 0.57 , 0.67 , 0.73 , 0.70 ,,,
328,Seattle, 0.43 , 0.48 , 0.46 , 0.46 , 0.41 , 0.49 , 0.15 , 0.16 , 0.11 , 0.17 , 0.15 , 0.17 , 0.26 , 0.33 , 0.30 , 0.29 , 0.25 , 0.28 , 0.74 , 0.73 , 0.57 , 0.77 , 0.73 , 0.72 ,,,
30,Seton Hall, 0.55 , 0.58 , 0.60 , 0.55 , 0.55 , 0.50 , 0.17 , 0.20 , 0.23 , 0.16 , 0.18 , 0.17 , 0.31 , 0.36 , 0.44 , 0.27 , 0.35 , 0.28 , 0.71 , 0.67 , 0.67 , 0.70 , 0.72 , 0.71 ,,,
249,Siena, 0.47 , 0.43 , 0.48 , 0.57 , 0.43 , 0.52 , 0.18 , 0.17 , 0.14 , 0.19 , 0.18 , 0.15 , 0.32 , 0.30 , 0.39 , 0.41 , 0.30 , 0.22 , 0.69 , 0.67 , 0.33 , 0.79 , 0.64 , 0.68 ,,,
279,SIU Edward, 0.46 , 0.46 , 0.52 , 0.51 , 0.42 , 0.47 , 0.19 , 0.19 , 0.12 , 0.16 , 0.21 , 0.18 , 0.20 , 0.21 , 0.32 , 0.23 , 0.18 , 0.27 , 0.66 , 0.63 , 0.54 , 0.58 , 0.77 , 0.69 ,,,
34,South Dakota, 0.55 , 0.50 , 0.37 , 0.62 , 0.53 , 0.50 , 0.17 , 0.15 , 0.14 , 0.19 , 0.16 , 0.16 , 0.20 , 0.20 , 0.17 , 0.22 , 0.20 , 0.19 , 0.74 , 0.65 , 0.54 , 0.69 , 0.75 , 0.74 ,,,
291,Southern, 0.45 , 0.47 , 0.41 , -- , 0.45 , 0.49 , 0.21 , 0.22 , 0.22 , -- , 0.21 , 0.23 , 0.33 , 0.36 , 0.38 , -- , 0.33 , 0.27 , 0.70 , 0.64 , 0.65 , -- , 0.70 , 0.67 ,,,
238,St Bonavent, 0.47 , 0.55 , 0.60 , 0.43 , 0.51 , 0.48 , 0.19 , 0.20 , 0.27 , 0.21 , 0.17 , 0.18 , 0.30 , 0.31 , 0.41 , 0.34 , 0.27 , 0.28 , 0.73 , 0.60 , 0.54 , 0.73 , 0.74 , 0.74 ,,,
236,St Fran (NY), 0.47 , 0.46 , 0.43 , 0.50 , 0.47 , 0.49 , 0.21 , 0.18 , 0.22 , 0.19 , 0.21 , 0.17 , 0.26 , 0.28 , 0.29 , 0.16 , 0.28 , 0.25 , 0.67 , 0.68 , 0.56 , 0.84 , 0.64 , 0.69 ,,,
222,St Fran (PA), 0.48 , 0.49 , 0.47 , 0.48 , 0.48 , 0.49 , 0.19 , 0.15 , 0.22 , 0.12 , 0.22 , 0.17 , 0.29 , 0.30 , 0.25 , 0.27 , 0.30 , 0.31 , 0.79 , 0.82 , 0.79 , 0.81 , 0.78 , 0.71 ,,,
232,St Johns, 0.47 , 0.48 , 0.34 , 0.48 , 0.45 , 0.52 , 0.17 , 0.20 , 0.17 , 0.17 , 0.18 , 0.14 , 0.34 , 0.31 , 0.29 , 0.34 , 0.32 , 0.20 , 0.67 , 0.70 , 0.82 , 0.69 , 0.61 , 0.72 ,,,
285,St Josephs, 0.45 , 0.42 , 0.42 , 0.44 , 0.47 , 0.48 , 0.18 , 0.15 , 0.16 , 0.17 , 0.18 , 0.13 , 0.27 , 0.30 , 0.29 , 0.30 , 0.26 , 0.20 , 0.70 , 0.80 , 0.85 , 0.83 , 0.61 , 0.75 ,,,
32,St Marys, 0.55 , 0.56 , 0.48 , 0.56 , 0.51 , 0.54 , 0.16 , 0.13 , 0.14 , 0.15 , 0.17 , 0.16 , 0.26 , 0.23 , 0.23 , 0.25 , 0.32 , 0.29 , 0.74 , 0.72 , 0.86 , 0.74 , 0.76 , 0.74 ,,,
350,St Peters, 0.39 , 0.44 , 0.44 , 0.38 , 0.40 , 0.49 , 0.23 , 0.23 , 0.24 , 0.20 , 0.29 , 0.23 , 0.33 , 0.40 , 0.44 , 0.30 , 0.39 , 0.28 , 0.67 , 0.67 , 0.42 , 0.73 , 0.58 , 0.73 ,,,
8,Stanford, 0.58 , 0.55 , 0.59 , 0.59 , 0.53 , 0.51 , 0.20 , 0.19 , 0.15 , 0.19 , 0.21 , 0.20 , 0.24 , 0.28 , 0.21 , 0.21 , 0.32 , 0.27 , 0.71 , 0.69 , 0.73 , 0.72 , 0.68 , 0.67 ,,,
112,Ste F Austin, 0.51 , 0.49 , 0.43 , 0.56 , 0.47 , 0.48 , 0.23 , 0.21 , 0.24 , 0.25 , 0.22 , 0.20 , 0.31 , 0.26 , 0.32 , 0.39 , 0.26 , 0.27 , 0.71 , 0.67 , 0.76 , 0.77 , 0.66 , 0.69 ,,,
215,Stetson, 0.48 , 0.48 , 0.61 , 0.50 , 0.48 , 0.46 , 0.23 , 0.24 , 0.30 , 0.17 , 0.25 , 0.17 , 0.28 , 0.28 , 0.26 , 0.28 , 0.28 , 0.26 , 0.69 , 0.73 , 0.58 , 0.72 , 0.67 , 0.68 ,,,
208,Stony Brook, 0.48 , 0.49 , 0.66 , 0.49 , 0.48 , 0.48 , 0.20 , 0.22 , 0.22 , 0.21 , 0.19 , 0.20 , 0.27 , 0.29 , 0.19 , 0.27 , 0.27 , 0.32 , 0.71 , 0.68 , 0.56 , 0.70 , 0.71 , 0.72 ,,,
102,Syracuse, 0.52 , 0.49 , 0.63 , 0.54 , 0.48 , 0.50 , 0.19 , 0.20 , 0.21 , 0.19 , 0.19 , 0.18 , 0.25 , 0.24 , 0.38 , 0.25 , 0.24 , 0.28 , 0.69 , 0.73 , 0.83 , 0.66 , 0.73 , 0.69 ,,,
299,Temple, 0.45 , 0.45 , 0.37 , 0.43 , 0.46 , 0.50 , 0.17 , 0.21 , 0.26 , 0.16 , 0.18 , 0.15 , 0.27 , 0.20 , 0.17 , 0.24 , 0.29 , 0.25 , 0.69 , 0.71 , 0.69 , 0.66 , 0.72 , 0.73 ,,,
131,Tennessee, 0.51 , 0.47 , 0.46 , 0.51 , 0.49 , 0.55 , 0.20 , 0.24 , 0.22 , 0.18 , 0.22 , 0.16 , 0.31 , 0.32 , 0.44 , 0.37 , 0.20 , 0.30 , 0.73 , 0.82 , 0.75 , 0.66 , 0.84 , 0.76 ,,,
99,Texas, 0.52 , 0.53 , 0.60 , 0.52 , 0.51 , 0.51 , 0.19 , 0.15 , 0.16 , 0.20 , 0.17 , 0.16 , 0.27 , 0.26 , 0.08 , 0.29 , 0.24 , 0.27 , 0.71 , 0.62 , 0.73 , 0.67 , 0.79 , 0.70 ,,,
339,Texas A&M, 0.42 , 0.38 , 0.55 , 0.44 , 0.38 , 0.49 , 0.21 , 0.21 , 0.20 , 0.21 , 0.21 , 0.20 , 0.23 , 0.19 , 0.16 , 0.25 , 0.19 , 0.31 , 0.68 , 0.72 , 0.83 , 0.66 , 0.72 , 0.69 ,,,
173,Texas State, 0.49 , 0.46 , 0.52 , 0.54 , 0.44 , 0.50 , 0.19 , 0.14 , 0.13 , 0.21 , 0.16 , 0.19 , 0.27 , 0.26 , 0.25 , 0.28 , 0.25 , 0.30 , 0.70 , 0.70 , 0.64 , 0.71 , 0.68 , 0.68 ,,,
93,Texas Tech, 0.52 , 0.44 , 0.45 , 0.55 , 0.49 , 0.54 , 0.19 , 0.19 , 0.30 , 0.17 , 0.21 , 0.17 , 0.29 , 0.26 , 0.29 , 0.29 , 0.30 , 0.26 , 0.76 , 0.80 , 0.80 , 0.77 , 0.75 , 0.73 ,,,
117,TN Martin, 0.51 , 0.51 , 0.57 , 0.46 , 0.52 , 0.50 , 0.15 , 0.12 , 0.15 , 0.20 , 0.14 , 0.19 , 0.28 , 0.24 , 0.23 , 0.35 , 0.26 , 0.31 , 0.75 , 0.76 , 0.80 , 0.72 , 0.75 , 0.75 ,,,
20,TN State, 0.56 , 0.57 , 0.53 , 0.65 , 0.50 , 0.49 , 0.24 , 0.24 , 0.20 , 0.23 , 0.25 , 0.22 , 0.28 , 0.36 , 0.33 , 0.35 , 0.24 , 0.27 , 0.67 , 0.71 , 0.74 , 0.62 , 0.71 , 0.70 ,,,
316,TN Tech, 0.44 , 0.41 , 0.44 , 0.48 , 0.41 , 0.46 , 0.26 , 0.24 , 0.20 , 0.18 , 0.30 , 0.22 , 0.27 , 0.34 , 0.33 , 0.27 , 0.28 , 0.26 , 0.67 , 0.71 , 0.50 , 0.63 , 0.70 , 0.63 ,,,
27,Toledo, 0.56 , 0.48 , 0.56 , 0.58 , 0.54 , 0.53 , 0.20 , 0.20 , 0.15 , 0.16 , 0.22 , 0.17 , 0.28 , 0.26 , 0.17 , 0.33 , 0.25 , 0.26 , 0.74 , 0.71 , 0.76 , 0.73 , 0.76 , 0.77 ,,,
300,Towson, 0.45 , 0.46 , 0.29 , 0.46 , 0.44 , 0.48 , 0.20 , 0.23 , 0.25 , 0.13 , 0.22 , 0.18 , 0.29 , 0.32 , 0.33 , 0.27 , 0.29 , 0.34 , 0.74 , 0.73 , 0.50 , 0.80 , 0.72 , 0.70 ,,,
327,Troy, 0.43 , 0.41 , 0.43 , 0.49 , 0.38 , 0.51 , 0.18 , 0.18 , 0.17 , 0.17 , 0.20 , 0.20 , 0.31 , 0.34 , 0.33 , 0.32 , 0.31 , 0.26 , 0.59 , 0.72 , 0.76 , 0.57 , 0.60 , 0.72 ,,,
57,Tulane, 0.53 , 0.54 , 0.50 , 0.54 , 0.52 , 0.47 , 0.19 , 0.22 , 0.27 , 0.17 , 0.21 , 0.20 , 0.23 , 0.20 , 0.17 , 0.26 , 0.19 , 0.24 , 0.74 , 0.71 , 0.76 , 0.68 , 0.84 , 0.69 ,,,
120,Tulsa, 0.51 , 0.55 , 0.59 , 0.54 , 0.42 , 0.51 , 0.20 , 0.24 , 0.22 , 0.20 , 0.19 , 0.18 , 0.30 , 0.35 , 0.35 , 0.29 , 0.31 , 0.21 , 0.73 , 0.79 , 0.73 , 0.73 , 0.74 , 0.70 ,,,
197,TX A&M-CC, 0.48 , 0.48 , 0.54 , 0.46 , 0.52 , 0.48 , 0.26 , 0.25 , 0.22 , 0.25 , 0.28 , 0.22 , 0.30 , 0.33 , 0.23 , 0.35 , 0.23 , 0.30 , 0.65 , 0.66 , 0.46 , 0.66 , 0.64 , 0.70 ,,,
136,TX Christian, 0.51 , 0.50 , 0.47 , 0.51 , 0.48 , 0.52 , 0.18 , 0.15 , 0.16 , 0.17 , 0.21 , 0.19 , 0.32 , 0.31 , 0.27 , 0.33 , 0.29 , 0.29 , 0.65 , 0.70 , 0.88 , 0.69 , 0.50 , 0.68 ,,,
206,TX El Paso, 0.48 , 0.48 , 0.48 , 0.49 , 0.46 , 0.46 , 0.21 , 0.22 , 0.21 , 0.20 , 0.23 , 0.22 , 0.15 , 0.14 , 0.19 , 0.17 , 0.08 , 0.24 , 0.82 , 0.84 , 0.77 , 0.79 , 0.93 , 0.67 ,,,
334,TX Southern, 0.42 , 0.45 , 0.44 , 0.52 , 0.41 , 0.51 , 0.23 , 0.23 , 0.23 , 0.24 , 0.23 , 0.19 , 0.25 , 0.21 , 0.18 , 0.21 , 0.25 , 0.31 , 0.67 , 0.65 , 0.65 , 0.70 , 0.66 , 0.67 ,,,
270,TX-Arlington, 0.46 , 0.52 , 0.47 , 0.48 , 0.45 , 0.47 , 0.17 , 0.19 , 0.19 , 0.17 , 0.16 , 0.20 , 0.22 , 0.24 , 0.27 , 0.28 , 0.19 , 0.29 , 0.73 , 0.68 , 0.65 , 0.76 , 0.71 , 0.74 ,,,
325,TX-Pan Am, 0.43 , 0.44 , 0.47 , 0.45 , 0.41 , 0.46 , 0.18 , 0.23 , 0.23 , 0.26 , 0.13 , 0.18 , 0.21 , 0.25 , 0.29 , 0.27 , 0.18 , 0.24 , 0.71 , 0.73 , 0.79 , 0.73 , 0.69 , 0.70 ,,,
295,TX-San Ant, 0.45 , 0.53 , 0.57 , 0.51 , 0.43 , 0.50 , 0.17 , 0.16 , 0.16 , 0.16 , 0.17 , 0.16 , 0.25 , 0.25 , 0.26 , 0.25 , 0.25 , 0.24 , 0.77 , 0.81 , 0.71 , 0.84 , 0.74 , 0.74 ,,,
141,U Mass, 0.50 , 0.44 , 0.35 , 0.59 , 0.41 , 0.51 , 0.19 , 0.24 , 0.22 , 0.16 , 0.21 , 0.20 , 0.26 , 0.29 , 0.36 , 0.27 , 0.24 , 0.30 , 0.66 , 0.68 , 0.74 , 0.65 , 0.68 , 0.68 ,,,
49,U Penn, 0.54 , 0.58 , 0.54 , 0.46 , 0.55 , 0.53 , 0.18 , 0.16 , 0.18 , 0.20 , 0.18 , 0.18 , 0.23 , 0.24 , 0.16 , 0.36 , 0.21 , 0.23 , 0.65 , 0.61 , 0.44 , 0.75 , 0.64 , 0.64 ,,,
289,UAB, 0.45 , 0.46 , 0.45 , 0.42 , 0.50 , 0.50 , 0.23 , 0.24 , 0.33 , 0.23 , 0.22 , 0.16 , 0.37 , 0.30 , 0.43 , 0.38 , 0.36 , 0.29 , 0.74 , 0.71 , 0.69 , 0.77 , 0.69 , 0.67 ,,,
126,UC Davis, 0.51 , 0.60 , 0.54 , 0.54 , 0.50 , 0.49 , 0.20 , 0.19 , 0.18 , 0.18 , 0.20 , 0.20 , 0.21 , 0.23 , 0.13 , 0.13 , 0.22 , 0.20 , 0.77 , 0.85 , 0.82 , 0.82 , 0.76 , 0.71 ,,,
145,UC Irvine, 0.50 , 0.55 , 0.38 , 0.49 , 0.50 , 0.51 , 0.21 , 0.17 , 0.07 , 0.16 , 0.23 , 0.17 , 0.29 , 0.23 , 0.21 , 0.21 , 0.32 , 0.32 , 0.73 , 0.60 , 0.55 , 0.53 , 0.78 , 0.71 ,,,
177,UC Riverside, 0.49 , 0.53 , 0.48 , 0.53 , 0.45 , 0.51 , 0.20 , 0.16 , 0.15 , 0.17 , 0.22 , 0.20 , 0.23 , 0.19 , 0.16 , 0.22 , 0.24 , 0.24 , 0.73 , 0.67 , 0.71 , 0.69 , 0.77 , 0.68 ,,,
156,UCLA, 0.50 , 0.49 , 0.55 , 0.51 , 0.46 , 0.52 , 0.19 , 0.18 , 0.18 , 0.19 , 0.19 , 0.19 , 0.35 , 0.34 , 0.30 , 0.35 , 0.36 , 0.30 , 0.71 , 0.71 , 0.78 , 0.72 , 0.67 , 0.63 ,,,
81,UCSB, 0.52 , 0.47 , 0.50 , 0.57 , 0.47 , 0.50 , 0.18 , 0.16 , 0.16 , 0.17 , 0.19 , 0.17 , 0.28 , 0.25 , 0.18 , 0.31 , 0.25 , 0.31 , 0.74 , 0.73 , 0.79 , 0.72 , 0.76 , 0.72 ,,,
254,UMKC, 0.47 , 0.48 , 0.49 , 0.47 , 0.47 , 0.50 , 0.20 , 0.23 , 0.23 , 0.24 , 0.20 , 0.17 , 0.19 , 0.19 , 0.10 , 0.34 , 0.16 , 0.21 , 0.69 , 0.73 , 0.70 , 0.77 , 0.67 , 0.70 ,,,
184,UNLV, 0.49 , 0.43 , 0.41 , 0.52 , 0.45 , 0.50 , 0.22 , 0.19 , 0.18 , 0.24 , 0.20 , 0.18 , 0.33 , 0.28 , 0.24 , 0.38 , 0.29 , 0.34 , 0.69 , 0.67 , 0.38 , 0.71 , 0.67 , 0.69 ,,,
148,USC, 0.50 , 0.52 , 0.58 , 0.50 , 0.50 , 0.53 , 0.19 , 0.20 , 0.20 , 0.20 , 0.19 , 0.16 , 0.31 , 0.28 , 0.28 , 0.34 , 0.27 , 0.25 , 0.66 , 0.67 , 0.58 , 0.68 , 0.64 , 0.65 ,,,
4,Utah, 0.59 , 0.62 , 0.59 , 0.65 , 0.49 , 0.55 , 0.18 , 0.14 , 0.10 , 0.15 , 0.21 , 0.19 , 0.26 , 0.20 , 0.26 , 0.23 , 0.29 , 0.28 , 0.75 , 0.78 , 0.77 , 0.77 , 0.72 , 0.71 ,,,
118,Utah State, 0.51 , 0.45 , 0.38 , 0.52 , 0.49 , 0.54 , 0.16 , 0.12 , 0.13 , 0.16 , 0.15 , 0.18 , 0.29 , 0.24 , 0.26 , 0.34 , 0.23 , 0.30 , 0.77 , 0.79 , 0.91 , 0.78 , 0.76 , 0.75 ,,,
189,Utah Val St, 0.49 , 0.50 , 0.55 , 0.47 , 0.49 , 0.56 , 0.19 , 0.23 , 0.21 , 0.21 , 0.19 , 0.20 , 0.21 , 0.21 , 0.13 , 0.26 , 0.19 , 0.26 , 0.76 , 0.77 , 0.71 , 0.78 , 0.75 , 0.73 ,,,
162,VA Military, 0.49 , 0.55 , 0.71 , 0.57 , 0.46 , 0.50 , 0.16 , 0.19 , 0.19 , 0.17 , 0.16 , 0.16 , 0.24 , 0.25 , 0.38 , 0.24 , 0.23 , 0.20 , 0.74 , 0.79 , 0.71 , 0.67 , 0.76 , 0.72 ,,,
7,VA Tech, 0.58 , 0.56 , 0.53 , 0.61 , 0.54 , 0.56 , 0.16 , 0.16 , 0.21 , 0.17 , 0.15 , 0.17 , 0.21 , 0.16 , 0.23 , 0.25 , 0.16 , 0.27 , 0.66 , 0.58 , 0.67 , 0.70 , 0.64 , 0.76 ,,,
159,Valparaiso, 0.50 , 0.48 , 0.56 , 0.49 , 0.50 , 0.49 , 0.19 , 0.21 , 0.19 , 0.17 , 0.20 , 0.20 , 0.30 , 0.27 , 0.27 , 0.36 , 0.27 , 0.24 , 0.70 , 0.71 , 0.63 , 0.63 , 0.71 , 0.70 ,,,
10,Vanderbilt, 0.57 , 0.48 , 0.49 , 0.56 , 0.61 , 0.49 , 0.18 , 0.19 , 0.15 , 0.17 , 0.23 , 0.20 , 0.30 , 0.29 , 0.26 , 0.31 , 0.26 , 0.27 , 0.66 , 0.73 , 0.85 , 0.66 , 0.69 , 0.67 ,,,
113,VCU, 0.51 , 0.48 , 0.52 , 0.52 , 0.46 , 0.50 , 0.19 , 0.19 , 0.18 , 0.19 , 0.19 , 0.19 , 0.25 , 0.15 , 0.04 , 0.26 , 0.21 , 0.30 , 0.73 , 0.76 , 0.82 , 0.73 , 0.73 , 0.70 ,,,
273,Vermont, 0.46 , 0.45 , 0.42 , 0.45 , 0.46 , 0.53 , 0.18 , 0.20 , 0.25 , 0.22 , 0.17 , 0.17 , 0.24 , 0.28 , 0.36 , 0.28 , 0.23 , 0.26 , 0.69 , 0.73 , 0.71 , 0.67 , 0.70 , 0.75 ,,,
15,Villanova, 0.57 , 0.54 , 0.53 , 0.55 , 0.58 , 0.53 , 0.17 , 0.18 , 0.12 , 0.17 , 0.17 , 0.16 , 0.30 , 0.34 , 0.39 , 0.31 , 0.29 , 0.30 , 0.76 , 0.81 , 0.91 , 0.78 , 0.74 , 0.73 ,,,
297,Virginia, 0.45 , 0.43 , 0.42 , 0.46 , 0.43 , 0.55 , 0.20 , 0.24 , 0.28 , 0.17 , 0.24 , 0.14 , 0.26 , 0.19 , 0.16 , 0.26 , 0.27 , 0.29 , 0.69 , 0.77 , 0.50 , 0.63 , 0.77 , 0.74 ,,,
46,W Carolina, 0.54 , 0.57 , 0.59 , 0.59 , 0.49 , 0.54 , 0.20 , 0.20 , 0.27 , 0.24 , 0.15 , 0.25 , 0.28 , 0.28 , 0.28 , 0.33 , 0.25 , 0.27 , 0.68 , 0.74 , 0.64 , 0.67 , 0.69 , 0.67 ,,,
138,W Illinois, 0.50 , 0.51 , 0.60 , 0.53 , 0.48 , 0.50 , 0.14 , 0.19 , 0.21 , 0.08 , 0.18 , 0.16 , 0.20 , 0.20 , 0.21 , 0.20 , 0.21 , 0.20 , 0.88 , 0.91 , 0.79 , 0.84 , 0.91 , 0.72 ,,,
37,W Kentucky, 0.54 , 0.48 , 0.50 , 0.58 , 0.53 , 0.50 , 0.21 , 0.18 , 0.18 , 0.21 , 0.21 , 0.19 , 0.27 , 0.21 , 0.26 , 0.35 , 0.24 , 0.28 , 0.77 , 0.74 , 0.68 , 0.77 , 0.76 , 0.72 ,,,
292,W Michigan, 0.45 , 0.43 , 0.49 , 0.47 , 0.43 , 0.48 , 0.16 , 0.13 , 0.13 , 0.11 , 0.19 , 0.21 , 0.24 , 0.28 , 0.27 , 0.29 , 0.20 , 0.28 , 0.74 , 0.69 , 0.65 , 0.71 , 0.76 , 0.69 ,,,
243,W Virginia, 0.47 , 0.47 , 0.47 , 0.49 , 0.45 , 0.48 , 0.19 , 0.20 , 0.26 , 0.18 , 0.21 , 0.21 , 0.36 , 0.37 , 0.32 , 0.34 , 0.37 , 0.35 , 0.68 , 0.64 , 0.42 , 0.73 , 0.62 , 0.69 ,,,
301,Wagner, 0.45 , 0.45 , 0.39 , 0.55 , 0.42 , 0.44 , 0.20 , 0.21 , 0.27 , 0.15 , 0.21 , 0.20 , 0.26 , 0.28 , 0.31 , 0.20 , 0.26 , 0.33 , 0.73 , 0.77 , 0.73 , 0.74 , 0.72 , 0.75 ,,,
244,Wake Forest, 0.47 , 0.42 , 0.60 , 0.55 , 0.44 , 0.45 , 0.20 , 0.22 , 0.24 , 0.21 , 0.19 , 0.19 , 0.29 , 0.22 , 0.19 , 0.24 , 0.30 , 0.32 , 0.76 , 0.77 , 0.69 , 0.68 , 0.81 , 0.73 ,,,
307,Wash State, 0.44 , 0.47 , 0.44 , 0.46 , 0.44 , 0.53 , 0.13 , 0.16 , 0.19 , 0.07 , 0.16 , 0.19 , 0.26 , 0.21 , 0.21 , 0.30 , 0.24 , 0.24 , 0.73 , 0.73 , 0.81 , 0.77 , 0.71 , 0.76 ,,,
132,Washington, 0.51 , 0.56 , 0.53 , 0.52 , 0.48 , 0.52 , 0.20 , 0.16 , 0.18 , 0.18 , 0.24 , 0.19 , 0.28 , 0.29 , 0.32 , 0.29 , 0.25 , 0.26 , 0.71 , 0.76 , 0.81 , 0.73 , 0.63 , 0.70 ,,,
268,Weber State, 0.46 , 0.55 , 0.53 , 0.41 , 0.47 , 0.53 , 0.22 , 0.21 , 0.25 , 0.20 , 0.22 , 0.16 , 0.24 , 0.22 , 0.27 , 0.28 , 0.23 , 0.18 , 0.63 , 0.68 , 0.71 , 0.50 , 0.64 , 0.74 ,,,
213,Wichita St, 0.48 , 0.46 , 0.55 , 0.50 , 0.41 , 0.47 , 0.15 , 0.18 , 0.18 , 0.14 , 0.17 , 0.17 , 0.32 , 0.29 , 0.28 , 0.33 , 0.29 , 0.31 , 0.72 , 0.73 , 0.78 , 0.73 , 0.71 , 0.73 ,,,
97,WI-Grn Bay, 0.52 , 0.55 , 0.50 , 0.56 , 0.50 , 0.52 , 0.16 , 0.14 , 0.20 , 0.15 , 0.16 , 0.17 , 0.20 , 0.25 , 0.24 , 0.19 , 0.21 , 0.25 , 0.72 , 0.73 , 0.91 , 0.76 , 0.70 , 0.70 ,,,
